user,item,cnt,daytime,weekday,isweekend,homework,cost,weather,country,city
145,65,6,afternoon,friday,workday,unknown,free,cloudy,United Kingdom,400
343,860,1,noon,thursday,workday,unknown,free,cloudy,Philippines,813
125,93,8,evening,wednesday,workday,work,free,cloudy,United Kingdom,401
172,9,2,morning,saturday,weekend,home,free,rainy,United Kingdom,401
135,71,6,afternoon,sunday,weekend,home,free,sunny,Spain,369
408,861,20,afternoon,tuesday,workday,unknown,free,cloudy,Italy,0
324,862,1,morning,monday,workday,unknown,free,cloudy,United Kingdom,0
92,78,22,evening,wednesday,workday,unknown,free,unknown,United States,0
30,686,18,morning,tuesday,workday,unknown,free,sunny,United States,0
108,25,3,night,thursday,workday,home,free,stormy,Germany,333
359,3,1,noon,monday,workday,unknown,free,unknown,Peru,799
399,38,4,afternoon,saturday,weekend,unknown,paid,cloudy,Spain,0
159,21,3,evening,tuesday,workday,unknown,free,foggy,Peru,799
133,28,152,night,sunday,weekend,unknown,free,cloudy,United States,0
74,148,6,morning,monday,workday,work,free,cloudy,Canada,134
89,25,90,morning,sunday,weekend,unknown,free,cloudy,Canada,136
145,262,32,evening,tuesday,workday,unknown,free,cloudy,United Kingdom,400
30,272,1,morning,saturday,weekend,unknown,free,sunny,United States,1051
102,799,37,night,tuesday,workday,home,free,cloudy,Czech Rep.,327
206,21,5,evening,monday,workday,unknown,free,cloudy,Netherlands,784
96,92,190,noon,sunday,weekend,home,free,sunny,Canada,0
13,16,4,evening,thursday,workday,unknown,free,rainy,United Kingdom,0
494,5,7,afternoon,saturday,weekend,unknown,free,cloudy,Spain,369
273,17,120,night,sunday,weekend,unknown,free,sunny,United States,0
199,863,2,afternoon,tuesday,workday,unknown,free,stormy,United Kingdom,401
108,321,2,evening,saturday,weekend,home,free,unknown,Germany,333
218,25,76,night,thursday,workday,unknown,free,sunny,Indonesia,440
67,5,75,afternoon,friday,workday,home,free,cloudy,Spain,373
250,103,2,sunset,sunday,weekend,unknown,free,unknown,unknown,0
195,21,6,morning,friday,workday,unknown,free,stormy,Korea,649
363,864,8,evening,monday,workday,unknown,free,foggy,United Kingdom,0
12,124,157,evening,friday,weekend,home,free,foggy,United States,0
420,16,9,evening,saturday,weekend,unknown,free,sunny,Spain,0
243,21,38,afternoon,monday,workday,unknown,free,cloudy,United Kingdom,394
355,301,28,afternoon,saturday,weekend,unknown,free,sunny,Australia,0
31,5,1,evening,saturday,weekend,home,free,unknown,Spain,369
14,11,78,night,saturday,weekend,unknown,free,rainy,Greece,410
407,59,1,sunset,sunday,weekend,unknown,free,sunny,Greece,0
530,25,3014,afternoon,saturday,weekend,unknown,free,cloudy,United States,1024
509,865,1,night,monday,workday,unknown,free,cloudy,Australia,0
174,347,1,sunrise,wednesday,workday,home,free,sunny,Israel,454
146,25,22,night,monday,workday,unknown,free,unknown,unknown,0
130,368,30,evening,friday,weekend,unknown,free,sunny,Spain,0
186,5,1,morning,thursday,workday,unknown,free,cloudy,Spain,369
240,21,11,evening,wednesday,workday,work,free,sunny,United States,1051
133,16,2,noon,tuesday,workday,unknown,free,foggy,United States,0
155,197,1,sunset,sunday,weekend,home,free,cloudy,Spain,369
170,866,5,noon,thursday,workday,unknown,free,cloudy,United Kingdom,0
130,867,1,morning,monday,workday,unknown,free,sunny,Lithuania,661
37,78,75,evening,saturday,weekend,unknown,free,rainy,Canada,128
189,21,8,night,monday,workday,home,free,cloudy,Spain,369
175,868,1,evening,wednesday,workday,unknown,free,unknown,unknown,0
57,33,35,evening,sunday,weekend,unknown,free,sunny,United States,0
168,25,34,afternoon,tuesday,workday,unknown,free,foggy,United States,0
130,102,97,sunset,friday,weekend,unknown,free,sunny,Spain,369
296,26,36,noon,saturday,weekend,home,free,cloudy,Canada,132
238,869,7,evening,monday,workday,unknown,free,unknown,unknown,0
345,870,1,sunset,tuesday,workday,unknown,free,unknown,unknown,0
80,9,41,morning,sunday,weekend,unknown,free,sunny,Spain,0
92,56,7,morning,friday,workday,unknown,free,rainy,United States,0
76,16,8,night,monday,workday,unknown,free,sunny,United States,1004
161,138,1,noon,thursday,workday,unknown,free,cloudy,Spain,369
158,21,18,evening,saturday,weekend,unknown,free,cloudy,Spain,0
154,74,65,noon,tuesday,workday,unknown,free,cloudy,United Kingdom,392
531,31,18,evening,wednesday,workday,unknown,free,unknown,unknown,0
70,336,11,night,wednesday,workday,unknown,free,cloudy,Spain,373
218,25,44,noon,friday,workday,unknown,free,sunny,Indonesia,440
128,17,143,evening,sunday,weekend,unknown,free,foggy,Peru,802
6,305,36,afternoon,friday,workday,work,free,sunny,Spain,369
4,5,62,morning,friday,workday,work,free,sunny,Switzerland,147
439,41,1,night,sunday,weekend,unknown,free,cloudy,United States,1020
256,74,8,afternoon,thursday,workday,unknown,free,cloudy,Spain,379
13,168,8343,morning,wednesday,workday,unknown,free,cloudy,United Kingdom,0
294,272,132,night,wednesday,workday,home,free,cloudy,United States,0
339,871,2,sunrise,wednesday,workday,unknown,free,cloudy,Peru,799
79,58,288,night,sunday,weekend,unknown,free,unknown,unknown,0
138,39,1,sunset,sunday,weekend,unknown,free,foggy,Mexico,724
73,5,11,morning,monday,workday,unknown,free,unknown,unknown,0
168,25,36,morning,friday,workday,unknown,free,sunny,United States,1048
194,16,12,noon,thursday,workday,home,free,cloudy,New Zealand,789
143,439,2,morning,tuesday,workday,unknown,free,cloudy,Lithuania,661
50,5,59,morning,tuesday,workday,unknown,free,foggy,Peru,799
239,209,1,evening,friday,weekend,unknown,free,unknown,Singapore,928
532,255,3,evening,monday,workday,unknown,free,cloudy,United States,1044
74,25,10,sunset,sunday,weekend,home,free,foggy,Canada,134
86,16,175,noon,sunday,weekend,unknown,free,cloudy,United Kingdom,401
154,16,181,evening,wednesday,workday,unknown,free,cloudy,United Kingdom,392
98,21,73,night,friday,workday,unknown,free,cloudy,Peru,799
377,872,1,afternoon,sunday,weekend,unknown,free,foggy,Peru,799
86,25,16,afternoon,saturday,weekend,home,free,sunny,United Kingdom,401
269,69,7,evening,sunday,weekend,unknown,free,cloudy,Serbia,0
39,16,60,afternoon,wednesday,workday,work,free,cloudy,United States,1031
377,74,91,noon,tuesday,workday,unknown,free,cloudy,Peru,799
108,387,1,afternoon,tuesday,workday,unknown,free,rainy,Germany,333
77,102,5,afternoon,thursday,workday,work,free,sunny,United States,0
533,17,2,evening,monday,workday,unknown,free,sunny,India,556
272,299,56,evening,saturday,weekend,unknown,free,stormy,United States,1012
117,452,1,evening,sunday,weekend,unknown,paid,cloudy,Chile,151
181,33,1,evening,saturday,weekend,unknown,free,unknown,Israel,454
331,350,5,afternoon,thursday,workday,unknown,free,sunny,United States,0
89,21,91,afternoon,friday,workday,unknown,free,sunny,Canada,136
149,17,1,morning,monday,workday,unknown,free,sunny,Australia,28
502,873,9,noon,sunday,weekend,unknown,free,cloudy,Germany,0
111,436,1,night,monday,workday,unknown,free,unknown,unknown,0
493,25,7,morning,sunday,weekend,unknown,free,sunny,Canada,132
246,874,28,night,wednesday,workday,unknown,free,cloudy,United Kingdom,401
187,138,1,afternoon,thursday,workday,unknown,free,cloudy,Peru,799
40,875,59,noon,saturday,weekend,home,free,cloudy,Spain,374
252,573,230,evening,tuesday,workday,unknown,free,cloudy,Spain,369
271,40,17,evening,tuesday,workday,unknown,free,unknown,unknown,0
138,503,122,morning,tuesday,workday,unknown,free,foggy,Mexico,724
108,11,3,night,wednesday,workday,home,free,rainy,Germany,333
518,876,84,morning,sunday,weekend,work,paid,cloudy,Australia,0
534,78,3,night,friday,workday,unknown,free,cloudy,United States,0
196,175,28,night,sunday,weekend,unknown,paid,sunny,Russia,0
53,135,1,evening,wednesday,workday,unknown,free,cloudy,Spain,369
17,10,24,noon,monday,workday,unknown,free,cloudy,Canada,136
26,5,13,afternoon,friday,workday,work,free,sunny,Israel,0
374,0,4,evening,saturday,weekend,unknown,free,cloudy,India,505
10,11,166,morning,thursday,workday,unknown,free,sunny,Spain,373
59,3,1,noon,tuesday,workday,unknown,free,sunny,Austria,23
20,78,40,afternoon,wednesday,workday,unknown,free,cloudy,Lithuania,0
152,877,11,morning,monday,workday,unknown,free,sunny,Australia,0
307,552,1,evening,monday,workday,unknown,free,cloudy,Mexico,718
366,878,18,sunset,monday,workday,unknown,free,cloudy,Philippines,805
43,764,19,noon,wednesday,workday,unknown,free,foggy,United States,0
252,5,12,noon,sunday,weekend,unknown,free,cloudy,Spain,369
33,586,1,night,friday,workday,unknown,paid,sunny,Ecuador,356
17,17,50,night,sunday,weekend,unknown,free,rainy,Canada,136
33,25,154,sunset,tuesday,workday,unknown,free,cloudy,Ecuador,356
343,132,1,afternoon,thursday,workday,unknown,free,cloudy,Philippines,813
89,45,5,morning,friday,workday,unknown,free,cloudy,Canada,128
130,5,5,evening,sunday,weekend,unknown,free,cloudy,Spain,0
303,21,12,sunrise,monday,workday,work,free,sunny,United Kingdom,392
257,301,573,morning,wednesday,workday,unknown,free,rainy,United States,0
40,59,1,noon,thursday,workday,home,free,sunny,Spain,374
97,17,2,afternoon,thursday,workday,work,free,foggy,Canada,135
352,879,48,night,monday,workday,unknown,free,sunny,United States,0
136,103,11,afternoon,saturday,weekend,unknown,free,unknown,unknown,0
126,136,152,noon,saturday,weekend,unknown,free,cloudy,United States,0
274,213,1,sunset,sunday,weekend,unknown,free,cloudy,United Kingdom,401
289,10,25,afternoon,thursday,workday,unknown,free,stormy,United States,0
535,153,13,afternoon,friday,workday,unknown,paid,sunny,Egypt,367
536,350,3,afternoon,tuesday,workday,unknown,free,stormy,Spain,0
41,181,1,evening,sunday,weekend,unknown,free,cloudy,Mexico,0
26,5,95,morning,wednesday,workday,work,free,sunny,Israel,0
134,244,1,evening,monday,workday,unknown,free,sunny,United States,0
273,25,183,evening,saturday,weekend,unknown,free,cloudy,United States,0
182,38,72,morning,saturday,weekend,unknown,paid,unknown,unknown,0
143,0,13,noon,friday,workday,unknown,free,cloudy,Lithuania,661
269,880,5,morning,wednesday,workday,unknown,free,sunny,Serbia,0
186,255,954,night,thursday,workday,unknown,free,sunny,Spain,369
128,11,1,evening,wednesday,workday,unknown,free,unknown,Peru,802
215,99,1,morning,tuesday,workday,unknown,free,sunny,United States,0
184,16,58,evening,friday,weekend,home,free,foggy,United States,1028
39,40,24,afternoon,thursday,workday,work,free,foggy,United States,1031
537,20,2,night,thursday,workday,home,free,sunny,Canada,0
44,11,3,noon,saturday,weekend,home,free,cloudy,Spain,0
56,5,10,noon,monday,workday,unknown,free,cloudy,Mexico,713
135,881,46,night,saturday,weekend,unknown,free,cloudy,Spain,369
89,11,4,morning,friday,workday,unknown,free,stormy,Canada,136
218,33,8,afternoon,saturday,weekend,unknown,free,sunny,Indonesia,440
218,116,499,night,tuesday,workday,unknown,paid,cloudy,Indonesia,440
256,384,1,evening,sunday,weekend,unknown,free,unknown,unknown,0
51,16,1,morning,sunday,weekend,unknown,free,sunny,Spain,369
71,111,246,evening,sunday,weekend,home,free,sunny,United States,1022
506,414,1,night,wednesday,workday,unknown,free,unknown,Indonesia,440
214,17,7,morning,friday,workday,unknown,free,cloudy,Spain,369
163,5,65,evening,saturday,weekend,unknown,free,sunny,Spain,369
239,65,136,evening,friday,weekend,unknown,free,cloudy,Singapore,928
201,5,6,afternoon,sunday,weekend,unknown,free,cloudy,Spain,369
468,552,1,afternoon,sunday,weekend,unknown,free,stormy,Venezuela,1067
252,16,33,afternoon,friday,workday,unknown,free,cloudy,Spain,369
87,9,18,evening,friday,weekend,unknown,free,cloudy,United States,1003
82,882,6,night,friday,workday,unknown,free,cloudy,Morocco,673
538,883,1,morning,monday,workday,unknown,free,cloudy,Spain,369
14,11,122,afternoon,sunday,weekend,unknown,free,cloudy,Greece,0
71,145,1,morning,tuesday,workday,unknown,free,cloudy,United States,1022
200,16,17,afternoon,sunday,weekend,unknown,free,cloudy,Ireland,452
488,167,72,noon,wednesday,workday,unknown,free,rainy,Argentina,0
49,884,1,evening,thursday,workday,home,free,sunny,Australia,0
302,94,451,sunrise,monday,workday,home,free,rainy,United States,1051
29,815,808,morning,friday,workday,unknown,free,sunny,Palestine,0
452,323,1,evening,sunday,weekend,unknown,free,sunny,Chile,151
385,25,36,night,saturday,weekend,home,free,cloudy,United Kingdom,0
539,5,1,evening,wednesday,workday,unknown,free,sunny,Israel,454
540,364,5,afternoon,thursday,workday,home,free,sunny,United States,0
273,885,119,sunrise,monday,workday,unknown,free,sunny,United States,0
363,886,587,sunset,thursday,workday,home,free,rainy,United Kingdom,0
236,40,18,sunset,monday,workday,unknown,free,unknown,unknown,0
54,9,860,sunset,monday,workday,unknown,free,sunny,Germany,331
141,197,1,afternoon,wednesday,workday,unknown,free,rainy,Colombia,306
120,887,10,evening,monday,workday,unknown,free,cloudy,United States,0
242,888,1,noon,thursday,workday,unknown,free,sunny,Australia,25
293,16,2,noon,sunday,weekend,unknown,free,rainy,United States,1007
92,102,3,afternoon,friday,workday,unknown,free,sunny,United States,0
16,65,6,afternoon,sunday,weekend,unknown,free,cloudy,Canada,133
98,572,1,morning,tuesday,workday,unknown,free,foggy,Peru,799
14,0,13,morning,sunday,weekend,unknown,free,sunny,Greece,410
91,106,9,morning,friday,workday,unknown,free,cloudy,Colombia,0
295,65,218,afternoon,friday,workday,unknown,free,sunny,United States,1039
49,229,170,sunset,sunday,weekend,unknown,free,sunny,Australia,30
420,207,5,night,saturday,weekend,unknown,free,sunny,Spain,0
114,660,16,morning,saturday,weekend,unknown,free,cloudy,United States,0
264,403,12,sunset,wednesday,workday,unknown,free,cloudy,Spain,0
257,33,56,afternoon,thursday,workday,unknown,free,sunny,United States,0
38,16,6,noon,friday,workday,work,free,cloudy,United States,1000
360,230,1,afternoon,friday,workday,unknown,free,cloudy,Mexico,713
213,889,70,morning,monday,workday,unknown,free,sunny,Australia,30
37,378,12,afternoon,friday,workday,unknown,free,rainy,Canada,128
269,69,16,morning,sunday,weekend,unknown,free,cloudy,Serbia,0
77,251,2,morning,thursday,workday,unknown,free,sunny,United States,0
93,21,507,morning,thursday,workday,unknown,free,sunny,Netherlands,0
287,26,225,night,wednesday,workday,unknown,free,unknown,unknown,0
253,761,1,afternoon,thursday,workday,unknown,free,sunny,Singapore,928
90,16,57,night,monday,workday,home,free,cloudy,United States,1003
136,200,42,sunset,monday,workday,unknown,free,sunny,Bulgaria,43
72,890,7,morning,thursday,workday,unknown,free,unknown,unknown,0
296,16,21,afternoon,thursday,workday,unknown,free,cloudy,Canada,132
133,21,52,afternoon,friday,workday,unknown,free,sunny,United States,0
245,21,3,evening,thursday,workday,unknown,free,cloudy,United States,0
138,39,1,sunset,sunday,weekend,unknown,free,unknown,Mexico,724
248,5,204,afternoon,thursday,workday,unknown,free,cloudy,Peru,799
64,40,8,sunset,sunday,weekend,unknown,free,cloudy,Spain,0
89,3,12,sunrise,saturday,weekend,unknown,free,cloudy,Canada,128
200,20,1,evening,friday,weekend,unknown,free,cloudy,Ireland,452
61,575,14,afternoon,sunday,weekend,unknown,free,unknown,unknown,0
175,621,20,afternoon,monday,workday,unknown,free,unknown,unknown,0
39,40,1,afternoon,thursday,workday,work,free,unknown,United States,1031
176,78,2,noon,sunday,weekend,unknown,free,unknown,unknown,0
181,44,24,afternoon,tuesday,workday,unknown,free,cloudy,Israel,454
34,773,2,evening,saturday,weekend,unknown,free,rainy,United Kingdom,0
70,336,590,night,sunday,weekend,unknown,free,rainy,Spain,373
334,5,1,noon,tuesday,workday,work,free,sunny,Spain,369
74,891,15,evening,friday,weekend,work,free,stormy,Canada,134
541,892,11,morning,monday,workday,unknown,free,cloudy,Spain,379
74,128,10,afternoon,monday,workday,home,free,foggy,Canada,134
136,16,38,afternoon,thursday,workday,unknown,free,cloudy,Montenegro,0
252,573,18,morning,tuesday,workday,work,free,cloudy,Spain,369
32,59,8,morning,thursday,workday,home,free,sunny,Spain,373
68,11,10,afternoon,wednesday,workday,unknown,free,cloudy,Israel,454
230,5,159,sunset,monday,workday,unknown,free,sunny,Ecuador,355
302,280,179,night,saturday,weekend,home,free,rainy,United States,1051
233,409,1,evening,sunday,weekend,unknown,free,cloudy,Peru,799
514,48,1,noon,tuesday,workday,unknown,free,cloudy,Lebanon,656
92,78,35,evening,wednesday,workday,home,free,sunny,United States,0
151,374,12,afternoon,thursday,workday,unknown,free,cloudy,Australia,31
344,893,1,evening,wednesday,workday,unknown,free,sunny,United States,0
293,894,3,night,wednesday,workday,unknown,free,sunny,United States,1007
216,21,2,evening,saturday,weekend,home,free,cloudy,Switzerland,147
502,895,3,afternoon,tuesday,workday,unknown,free,cloudy,Germany,0
64,60,7,night,sunday,weekend,unknown,free,cloudy,Spain,0
48,5,95,evening,sunday,weekend,unknown,free,cloudy,Spain,0
265,465,34,noon,tuesday,workday,unknown,free,cloudy,Poland,0
164,3,2,night,friday,workday,unknown,free,unknown,unknown,0
27,73,348,sunset,friday,weekend,unknown,free,unknown,unknown,0
363,256,159,morning,sunday,weekend,unknown,paid,foggy,United Kingdom,0
120,263,3,evening,sunday,weekend,unknown,free,unknown,United States,0
409,896,169,afternoon,friday,workday,unknown,free,cloudy,Israel,454
302,25,24,evening,sunday,weekend,unknown,free,sunny,United States,1051
331,21,24,morning,saturday,weekend,unknown,free,cloudy,United States,0
8,9,1,sunrise,tuesday,workday,home,free,stormy,Canada,129
167,181,1,noon,thursday,workday,unknown,free,foggy,Peru,799
269,897,3,evening,monday,workday,unknown,free,cloudy,Serbia,0
51,5,25,noon,friday,workday,unknown,free,sunny,Spain,369
106,81,9,evening,saturday,weekend,home,free,cloudy,Taiwan,964
97,25,4,night,thursday,workday,home,free,sunny,Canada,135
240,288,3,noon,monday,workday,work,free,cloudy,United States,1051
120,898,1,night,sunday,weekend,unknown,free,sunny,United States,0
244,350,24,sunset,sunday,weekend,unknown,free,unknown,unknown,0
66,110,58,sunrise,friday,workday,unknown,free,sunny,United States,0
194,103,2,afternoon,friday,workday,unknown,free,rainy,New Zealand,789
200,496,99,evening,friday,weekend,unknown,free,cloudy,Ireland,452
10,5,170,morning,friday,workday,unknown,free,sunny,Spain,373
87,385,119,noon,friday,workday,unknown,free,sunny,United States,1003
20,16,16,afternoon,saturday,weekend,home,free,sunny,Lithuania,661
35,170,40,evening,wednesday,workday,unknown,paid,sunny,United States,0
51,25,1,afternoon,saturday,weekend,unknown,free,sunny,Spain,369
282,21,1,evening,thursday,workday,unknown,free,unknown,India,535
405,647,1,evening,monday,workday,unknown,free,cloudy,United States,1002
87,254,3,sunset,wednesday,workday,unknown,free,cloudy,United States,1003
131,25,245,afternoon,tuesday,workday,unknown,free,cloudy,Taiwan,972
377,254,1,afternoon,sunday,weekend,unknown,free,cloudy,Peru,799
63,899,21,evening,saturday,weekend,home,free,cloudy,Hong Kong,251
67,38,27,morning,tuesday,workday,unknown,paid,cloudy,Spain,373
97,3,1,morning,tuesday,workday,home,free,cloudy,Canada,135
248,65,31,afternoon,thursday,workday,unknown,free,cloudy,Peru,799
180,21,24,afternoon,thursday,workday,unknown,free,cloudy,Spain,369
518,811,1,afternoon,monday,workday,home,paid,foggy,Australia,0
14,21,72,night,friday,workday,unknown,free,rainy,Greece,410
32,407,8,sunset,friday,weekend,home,free,unknown,Spain,373
213,900,839,sunrise,friday,workday,unknown,free,sunny,Australia,30
96,901,1,sunset,wednesday,workday,unknown,paid,drizzle,Canada,0
71,405,3,sunset,saturday,weekend,unknown,paid,unknown,United States,1022
307,49,1,evening,monday,workday,unknown,free,cloudy,Mexico,718
41,25,25,evening,wednesday,workday,unknown,free,sunny,Mexico,690
542,290,5,afternoon,sunday,weekend,unknown,free,sunny,United States,1038
55,333,18,night,tuesday,workday,unknown,paid,cloudy,United States,0
135,291,18,morning,friday,workday,home,free,sunny,Spain,369
130,389,1,evening,tuesday,workday,home,paid,cloudy,Spain,369
177,17,38,afternoon,monday,workday,unknown,free,sunny,United Kingdom,0
262,58,1,afternoon,wednesday,workday,unknown,free,unknown,unknown,0
184,92,12,noon,wednesday,workday,unknown,free,cloudy,United States,1028
126,94,1,afternoon,tuesday,workday,home,free,sunny,United States,0
67,38,94,evening,friday,weekend,unknown,paid,unknown,unknown,0
276,40,40,evening,wednesday,workday,unknown,free,unknown,unknown,0
97,21,3,noon,saturday,weekend,home,free,cloudy,Canada,135
90,16,3,morning,tuesday,workday,work,free,cloudy,United States,1003
74,441,1,evening,saturday,weekend,unknown,free,cloudy,Canada,134
254,902,2,night,wednesday,workday,home,free,unknown,United States,1004
33,11,16,evening,thursday,workday,unknown,free,sunny,Ecuador,356
163,14,3,sunset,thursday,workday,unknown,free,cloudy,Spain,369
191,39,4,morning,friday,workday,unknown,free,cloudy,United States,0
175,197,20,sunset,monday,workday,unknown,free,unknown,unknown,0
273,252,13,evening,monday,workday,unknown,free,cloudy,United States,0
379,655,1,sunset,sunday,weekend,unknown,paid,cloudy,Peru,799
168,16,1,evening,friday,weekend,unknown,free,cloudy,Mexico,712
60,392,343,night,monday,workday,home,free,rainy,Italy,0
158,9,3,morning,thursday,workday,unknown,free,cloudy,France,386
360,795,3,morning,wednesday,workday,unknown,paid,cloudy,Mexico,713
8,305,7,sunset,saturday,weekend,unknown,free,sunny,Canada,0
8,155,4,noon,saturday,weekend,home,free,cloudy,Canada,129
32,5,32,morning,thursday,workday,unknown,free,cloudy,Spain,373
39,40,93,afternoon,thursday,workday,work,free,cloudy,United States,1031
14,21,8,sunset,monday,workday,unknown,free,cloudy,Greece,410
91,16,8,noon,saturday,weekend,unknown,free,foggy,Colombia,0
543,3,1,night,tuesday,workday,unknown,free,cloudy,United States,0
33,25,8,evening,wednesday,workday,unknown,free,foggy,Ecuador,356
222,21,6,evening,monday,workday,work,free,sunny,Croatia,419
178,16,4,evening,sunday,weekend,unknown,free,sunny,United Kingdom,0
85,863,1,evening,monday,workday,unknown,free,cloudy,United Kingdom,401
161,377,1,morning,friday,workday,unknown,free,sunny,Spain,369
48,38,12,noon,monday,workday,work,paid,cloudy,Spain,369
544,17,2,night,friday,workday,home,free,cloudy,United States,1038
269,880,1,sunset,saturday,weekend,unknown,free,unknown,Serbia,0
87,254,4,evening,friday,weekend,unknown,free,rainy,United States,1000
160,385,1,morning,thursday,workday,unknown,free,cloudy,Spain,369
246,21,89,sunset,thursday,workday,unknown,free,cloudy,United Kingdom,401
61,38,14,night,tuesday,workday,unknown,paid,unknown,unknown,0
78,247,54,noon,wednesday,workday,unknown,free,sunny,Costa Rica,321
135,655,1,night,friday,workday,home,paid,sunny,Spain,369
102,33,2,evening,thursday,workday,home,free,cloudy,Czech Rep.,327
14,21,63,night,monday,workday,unknown,free,cloudy,Greece,0
210,197,8,night,friday,workday,unknown,free,cloudy,Ireland,452
134,99,1183,afternoon,saturday,weekend,home,free,cloudy,United States,0
30,20,12,morning,sunday,weekend,unknown,free,cloudy,United States,0
405,41,8,sunset,tuesday,workday,unknown,free,cloudy,United States,1002
545,903,5,sunset,thursday,workday,home,free,sunny,Australia,30
61,5,1,noon,wednesday,workday,unknown,free,unknown,unknown,0
201,5,2,night,tuesday,workday,unknown,free,unknown,Spain,369
488,102,383,morning,thursday,workday,unknown,free,cloudy,Argentina,0
46,21,12,noon,friday,workday,unknown,free,cloudy,Netherlands,786
71,26,1,evening,thursday,workday,unknown,free,sunny,United States,1022
293,3,8,sunset,sunday,weekend,unknown,free,cloudy,United States,1007
81,301,8,sunrise,saturday,weekend,unknown,free,cloudy,United Kingdom,401
209,904,1,afternoon,friday,workday,unknown,free,sunny,United Arab Emirates,2
89,9,14,noon,wednesday,workday,unknown,free,sunny,Canada,0
344,79,1,afternoon,thursday,workday,unknown,free,unknown,unknown,0
90,16,128,evening,wednesday,workday,work,free,cloudy,United States,1003
171,25,143,evening,sunday,weekend,unknown,free,cloudy,Japan,641
151,474,16,afternoon,thursday,workday,unknown,free,cloudy,Australia,0
172,48,2,evening,monday,workday,unknown,free,cloudy,Israel,454
167,655,1,morning,tuesday,workday,unknown,paid,foggy,Peru,799
213,16,330,morning,sunday,weekend,unknown,free,sunny,Australia,30
546,637,1,evening,tuesday,workday,unknown,free,sunny,United States,1018
245,54,9,morning,sunday,weekend,unknown,free,cloudy,United States,0
130,33,1,afternoon,thursday,workday,unknown,free,sunny,Lithuania,661
385,21,1,evening,sunday,weekend,home,free,cloudy,United Kingdom,0
171,311,12,noon,sunday,weekend,unknown,free,rainy,Japan,641
337,25,1,morning,friday,workday,unknown,free,foggy,Netherlands,784
239,16,5,evening,wednesday,workday,unknown,free,unknown,Singapore,928
33,65,112,evening,thursday,workday,unknown,free,cloudy,Ecuador,356
230,5,79,night,tuesday,workday,unknown,free,sunny,Ecuador,355
110,194,5,night,monday,workday,unknown,paid,cloudy,United States,0
192,65,72,noon,saturday,weekend,unknown,free,unknown,unknown,0
13,362,10,noon,saturday,weekend,home,free,cloudy,United Kingdom,0
179,752,4,noon,wednesday,workday,unknown,free,sunny,United States,1005
213,536,1,evening,saturday,weekend,unknown,free,sunny,Australia,0
401,106,1,sunset,monday,workday,unknown,free,sunny,United Kingdom,0
547,115,1,afternoon,tuesday,workday,unknown,free,unknown,unknown,0
133,16,50,evening,friday,weekend,unknown,free,rainy,United States,0
85,526,1,evening,monday,workday,unknown,free,rainy,United Kingdom,401
126,355,171,evening,saturday,weekend,unknown,free,sunny,United States,0
315,9,22,afternoon,tuesday,workday,unknown,free,unknown,unknown,0
212,482,1,night,saturday,weekend,unknown,free,cloudy,Russia,879
73,9,1,afternoon,wednesday,workday,unknown,free,unknown,unknown,0
408,106,18,afternoon,sunday,weekend,unknown,free,cloudy,Italy,0
8,305,4,night,thursday,workday,home,free,sunny,Canada,129
159,127,96,morning,tuesday,workday,unknown,paid,foggy,Peru,799
15,65,1067,noon,monday,workday,unknown,free,foggy,Peru,799
359,11,6,evening,tuesday,workday,unknown,free,foggy,Peru,799
80,65,687,afternoon,saturday,weekend,unknown,free,cloudy,Spain,379
54,40,55,evening,friday,weekend,unknown,free,cloudy,Germany,331
548,5,1,evening,wednesday,workday,unknown,free,rainy,Canada,136
275,33,18,evening,tuesday,workday,unknown,free,cloudy,United States,0
45,237,1,evening,wednesday,workday,unknown,free,sunny,Spain,378
424,246,2,morning,monday,workday,unknown,free,cloudy,Canada,133
195,440,2,evening,friday,weekend,unknown,free,unknown,Korea,649
71,26,950,noon,saturday,weekend,home,free,cloudy,United States,1022
212,905,1,evening,saturday,weekend,unknown,free,cloudy,Russia,879
37,146,12,noon,sunday,weekend,unknown,free,cloudy,Canada,128
321,239,1,morning,saturday,weekend,unknown,free,cloudy,Spain,369
96,319,1,sunset,wednesday,workday,unknown,free,drizzle,Canada,0
385,20,4,sunset,sunday,weekend,home,free,cloudy,United Kingdom,0
295,20,21,sunset,thursday,workday,unknown,free,cloudy,United States,1039
32,5,11,noon,thursday,workday,unknown,free,cloudy,Spain,373
48,5,228,afternoon,tuesday,workday,work,free,sunny,Spain,369
378,906,1,night,friday,workday,unknown,free,sunny,United States,0
549,16,14,afternoon,friday,workday,unknown,free,cloudy,United States,1051
377,0,14,morning,thursday,workday,unknown,free,foggy,Peru,799
296,640,23,night,tuesday,workday,home,free,cloudy,Canada,132
248,9,1,evening,saturday,weekend,unknown,free,unknown,Peru,799
157,65,52,night,thursday,workday,unknown,free,sunny,Japan,641
212,335,50,evening,friday,weekend,unknown,free,sunny,Russia,879
89,45,11,noon,friday,workday,unknown,free,rainy,Canada,136
70,65,49,night,tuesday,workday,unknown,free,sunny,Spain,373
550,25,1,sunset,sunday,weekend,unknown,free,cloudy,United Kingdom,0
97,907,4,afternoon,saturday,weekend,home,free,cloudy,Canada,135
377,347,2,afternoon,friday,workday,unknown,free,cloudy,Peru,799
66,21,10,sunset,friday,weekend,unknown,free,rainy,United States,1022
