user_id,item_id,daytime,rating
241,5,afternoon,0
380,275,afternoon,0
65,16,evening,0
80,59,noon,3
280,25,sunset,2
551,350,evening,1
254,752,sunset,3
97,595,afternoon,2
120,908,morning,0
374,5,morning,0
130,273,afternoon,0
190,20,afternoon,3
82,909,morning,0
344,910,evening,0
157,254,afternoon,2
106,9,afternoon,0
378,662,noon,2
400,25,noon,0
254,65,afternoon,3
290,38,afternoon,1
71,16,morning,3
262,635,night,3
552,16,morning,0
64,25,afternoon,3
33,74,night,1
170,21,morning,2
47,167,morning,3
23,74,night,3
142,17,night,2
308,71,evening,0
290,262,noon,0
56,16,morning,1
541,78,evening,0
187,170,sunset,3
128,16,evening,3
219,757,evening,0
153,407,sunset,3
239,143,afternoon,0
17,65,morning,0
51,552,evening,2
379,311,evening,0
80,209,noon,1
5,508,noon,2
80,237,night,3
222,16,evening,2
257,92,sunset,1
66,911,afternoon,3
402,912,evening,0
87,16,afternoon,1
361,556,evening,3
153,488,sunrise,2
13,16,evening,0
96,25,sunset,0
12,624,night,0
360,25,evening,0
33,287,noon,0
543,167,night,0
14,21,afternoon,3
242,3,noon,2
553,166,afternoon,0
44,518,evening,0
400,11,night,1
257,33,evening,3
494,5,night,1
158,126,noon,1
256,913,evening,2
108,5,noon,3
172,748,afternoon,0
554,78,afternoon,1
245,483,sunset,0
49,914,afternoon,1
355,25,noon,1
77,83,sunset,0
161,915,noon,0
97,916,sunset,1
61,562,noon,0
355,301,morning,3
86,322,evening,2
275,3,evening,1
64,11,morning,0
98,5,night,3
97,917,afternoon,0
400,16,afternoon,0
405,41,evening,0
37,16,noon,2
7,453,morning,0
47,21,noon,2
126,14,afternoon,0
38,33,evening,0
135,881,noon,1
131,918,afternoon,1
358,11,evening,0
78,138,afternoon,0
12,412,evening,2
363,389,morning,3
223,919,night,3
359,103,sunset,3
199,920,night,1
176,921,night,2
39,21,afternoon,2
158,31,noon,2
294,136,afternoon,0
555,14,afternoon,0
463,17,noon,0
7,275,morning,0
216,187,evening,1
144,922,morning,2
18,21,night,0
219,159,night,0
331,923,afternoon,1
215,16,noon,3
154,9,noon,3
130,924,afternoon,0
154,40,afternoon,0
187,16,afternoon,2
12,58,evening,0
222,21,afternoon,1
71,17,afternoon,1
295,598,evening,2
32,59,morning,3
127,748,night,2
254,925,sunrise,3
78,16,sunrise,1
62,5,morning,2
16,307,afternoon,0
428,926,evening,1
146,927,night,0
117,26,evening,2
64,60,afternoon,1
556,9,noon,0
195,801,evening,3
51,11,afternoon,1
13,20,noon,0
272,92,night,0
167,16,sunset,3
299,16,evening,0
262,5,evening,3
85,63,noon,3
33,713,evening,2
516,116,morning,0
87,21,evening,2
13,9,night,2
195,928,night,0
128,929,morning,0
41,136,evening,0
159,930,afternoon,0
160,5,morning,2
172,35,noon,2
91,16,morning,1
31,21,night,1
195,343,afternoon,3
50,350,afternoon,2
114,647,sunset,0
64,21,sunset,0
188,21,sunrise,0
17,25,afternoon,2
26,53,morning,3
87,215,afternoon,2
138,11,morning,3
23,78,evening,2
272,931,evening,0
484,504,morning,1
32,31,evening,0
266,17,sunset,2
170,40,afternoon,2
273,25,afternoon,3
79,58,evening,1
8,828,afternoon,0
526,239,morning,0
49,16,sunset,2
359,21,evening,2
147,16,evening,1
269,374,sunrise,0
339,11,sunrise,1
230,29,evening,3
53,95,evening,0
52,148,morning,2
269,26,morning,0
284,262,evening,1
123,932,sunrise,3
245,9,sunset,1
50,16,noon,2
68,5,morning,1
91,25,evening,2
96,3,evening,3
399,615,afternoon,0
272,44,sunset,3
557,58,morning,1
200,16,evening,0
116,16,evening,1
558,33,evening,0
293,26,noon,3
168,25,sunset,1
216,672,morning,0
247,162,sunset,0
12,24,sunset,1
289,10,afternoon,3
312,80,morning,2
49,5,morning,2
167,21,afternoon,3
264,65,afternoon,1
215,353,morning,2
45,98,evening,0
12,16,night,3
194,99,evening,3
225,43,afternoon,0
32,21,morning,0
310,20,afternoon,3
68,214,evening,2
45,436,evening,0
97,716,sunrise,1
245,216,noon,2
12,24,sunset,3
167,39,noon,0
54,5,sunrise,2
37,301,noon,2
12,124,noon,3
76,5,afternoon,0
96,933,sunset,0
64,40,morning,2
165,26,morning,0
168,16,afternoon,0
240,33,evening,3
287,36,evening,0
424,25,night,2
26,21,morning,1
56,934,afternoon,1
213,935,evening,0
68,5,evening,2
232,20,morning,0
109,16,afternoon,2
208,936,evening,0
57,33,night,1
289,21,night,1
282,5,afternoon,2
243,36,afternoon,1
249,40,evening,3
12,25,evening,1
6,305,morning,1
41,254,evening,0
347,40,evening,0
37,78,night,1
34,16,morning,1
15,319,afternoon,3
113,5,sunset,2
174,35,noon,3
23,65,noon,2
199,169,afternoon,3
262,16,afternoon,2
272,44,evening,1
239,321,evening,1
559,21,noon,2
254,282,evening,3
476,92,afternoon,1
37,301,night,1
272,352,evening,2
93,5,noon,0
10,35,afternoon,3
390,3,evening,0
258,575,morning,0
120,937,afternoon,0
208,17,sunrise,2
359,3,night,1
174,25,evening,1
252,5,night,2
106,21,afternoon,3
12,58,evening,3
340,103,afternoon,3
91,938,night,0
169,139,noon,1
363,939,evening,2
380,95,afternoon,0
71,497,noon,0
364,78,sunrise,0
187,930,afternoon,0
204,616,evening,0
260,940,noon,2
445,941,noon,2
240,21,evening,2
187,631,afternoon,0
33,59,morning,2
200,942,afternoon,0
321,615,sunrise,0
408,21,sunset,1
363,256,sunset,0
358,26,sunrise,0
3,943,evening,2
108,11,night,1
560,21,morning,0
223,627,afternoon,3
271,15,afternoon,2
33,92,noon,0
49,944,noon,2
2,9,noon,2
75,616,morning,2
348,16,afternoon,2
153,198,afternoon,3
157,155,evening,1
223,627,sunset,3
187,945,afternoon,0
363,21,morning,0
358,26,night,1
234,16,afternoon,0
300,11,afternoon,2
143,107,evening,2
174,35,morning,1
526,58,evening,0
81,168,morning,0
117,26,evening,0
55,92,night,3
50,793,sunset,1
87,21,morning,1
260,946,evening,0
68,35,morning,0
46,21,sunset,0
359,586,afternoon,0
541,507,morning,0
45,137,afternoon,0
218,17,night,1
242,3,noon,0
33,947,noon,0
168,25,noon,2
212,351,night,0
68,35,evening,2
159,333,afternoon,0
142,5,afternoon,3
223,627,night,0
52,16,morning,3
340,65,evening,1
114,16,noon,0
52,16,evening,2
100,11,morning,2
76,11,evening,3
6,948,evening,0
554,11,morning,1
561,121,afternoon,1
49,25,morning,0
71,16,morning,3
130,301,evening,0
52,262,morning,0
44,5,sunset,2
128,5,afternoon,2
15,16,night,3
235,20,afternoon,0
138,5,sunset,3
408,155,sunset,1
30,17,evening,1
46,21,evening,0
403,21,evening,0
489,949,morning,0
52,262,night,0
97,11,sunrise,0
562,5,night,0
2,950,sunrise,0
53,65,evening,0
272,352,evening,1
95,71,evening,3
120,508,night,0
64,40,evening,0
498,951,night,1
87,16,morning,3
291,221,afternoon,0
195,952,night,3
47,88,sunset,3
16,28,noon,2
233,655,evening,0
180,5,morning,1
232,78,afternoon,0
195,953,evening,1
37,9,evening,2
7,290,morning,0
371,128,evening,2
240,33,morning,0
363,16,evening,0
172,35,evening,1
108,954,afternoon,2
235,234,afternoon,1
53,311,evening,0
295,246,evening,0
130,5,noon,3
48,38,night,2
486,955,evening,1
404,94,afternoon,0
434,3,night,0
563,202,noon,1
174,956,evening,3
322,59,sunset,0
99,5,morning,2
147,89,noon,2
134,25,evening,3
377,246,evening,3
377,957,noon,2
4,115,evening,0
34,29,sunrise,2
564,65,evening,1
87,582,morning,3
294,272,evening,3
264,5,sunrise,0
8,305,morning,2
75,301,afternoon,3
397,462,noon,1
117,197,noon,2
134,244,morning,1
252,5,afternoon,0
43,3,evening,2
85,14,evening,0
13,9,afternoon,3
76,17,morning,3
137,135,afternoon,0
221,31,evening,0
401,11,morning,1
97,21,night,3
229,195,morning,1
416,536,sunrise,0
71,497,morning,0
73,25,afternoon,1
361,958,noon,0
168,25,evening,2
16,469,morning,2
254,959,evening,2
565,511,afternoon,1
26,960,sunrise,1
255,58,morning,0
222,319,evening,0
476,92,noon,1
184,21,evening,0
464,11,noon,0
184,3,afternoon,0
54,42,afternoon,3
23,94,afternoon,3
75,21,evening,1
280,16,noon,0
92,229,evening,1
297,961,afternoon,1
90,67,noon,3
153,347,evening,3
154,9,morning,0
273,30,morning,0
117,407,noon,0
566,21,evening,0
567,40,sunset,3
2,711,noon,1
57,33,morning,2
38,856,noon,0
401,21,morning,1
6,155,morning,0
78,138,afternoon,0
157,21,evening,1
194,11,afternoon,0
34,29,morning,1
78,65,noon,1
45,962,afternoon,0
242,33,evening,0
186,963,afternoon,1
215,40,morning,0
59,16,night,0
541,964,sunset,0
197,312,afternoon,0
44,113,morning,1
77,55,sunrise,0
269,136,sunset,1
134,965,evening,1
26,53,night,3
245,483,afternoon,0
220,5,night,1
225,285,night,0
343,71,evening,0
97,9,afternoon,3
242,45,evening,0
68,5,morning,2
138,254,sunset,0
80,450,evening,3
240,33,evening,0
61,242,afternoon,2
40,5,evening,3
93,5,afternoon,3
186,255,noon,3
338,711,morning,0
133,17,afternoon,2
80,59,afternoon,0
260,33,night,3
248,309,night,2
458,966,sunrise,2
568,967,morning,0
229,968,noon,0
133,16,evening,3
138,16,evening,3
86,0,noon,0
96,969,sunset,0
209,69,afternoon,0
8,78,evening,2
70,25,evening,3
506,722,evening,0
239,209,noon,1
106,59,sunset,1
128,95,noon,0
80,59,night,0
120,349,night,0
80,25,morning,1
558,970,morning,2
28,971,afternoon,2
499,561,afternoon,0
569,431,night,0
242,14,evening,0
234,3,afternoon,0
10,209,morning,2
264,65,afternoon,0
190,474,evening,2
212,167,afternoon,2
90,106,afternoon,2
187,603,evening,3
185,9,afternoon,1
10,39,evening,0
570,65,morning,0
66,49,morning,0
271,25,evening,2
239,5,sunrise,1
532,43,night,2
78,247,night,3
17,65,night,2
209,229,afternoon,0
527,672,evening,0
414,5,morning,0
405,33,evening,0
296,25,afternoon,0
14,11,evening,3
90,17,afternoon,1
60,25,afternoon,3
310,731,noon,0
26,53,noon,3
484,3,morning,0
131,59,night,1
39,17,morning,1
496,402,evening,1
194,25,noon,0
33,25,night,2
147,112,morning,2
78,56,night,2
195,972,evening,1
246,175,sunrise,0
143,0,noon,0
10,11,noon,1
382,33,night,3
78,973,evening,0
130,34,morning,0
38,33,afternoon,1
277,103,sunset,0
321,5,sunset,0
37,301,evening,3
558,33,evening,0
123,974,afternoon,2
200,21,afternoon,1
208,975,sunset,0
51,17,afternoon,2
97,595,night,3
4,5,evening,1
2,5,evening,3
302,155,sunset,3
3,21,evening,0
399,201,afternoon,0
66,150,evening,3
93,976,night,0
42,207,morning,0
69,39,afternoon,2
262,209,noon,3
304,21,evening,1
91,11,evening,0
369,977,sunset,2
212,71,night,0
172,17,night,0
363,503,evening,0
213,234,evening,0
43,45,sunset,1
172,107,sunset,2
102,25,night,0
78,16,noon,1
55,92,afternoon,3
360,106,morning,0
69,16,sunset,1
4,21,morning,3
151,978,afternoon,0
11,111,evening,1
59,16,noon,3
219,979,evening,0
363,256,evening,3
169,894,night,0
174,35,noon,1
222,319,noon,2
276,102,morning,1
29,319,morning,2
18,21,morning,3
175,980,evening,1
189,9,afternoon,3
547,319,afternoon,0
123,775,afternoon,0
295,598,night,1
20,981,evening,3
268,17,evening,2
16,15,morning,0
218,51,sunset,1
74,25,afternoon,0
257,982,afternoon,0
571,103,evening,0
291,269,morning,0
33,11,noon,3
91,21,evening,0
308,16,afternoon,3
15,65,night,3
348,5,afternoon,1
36,242,morning,0
68,35,sunrise,0
101,21,morning,0
366,983,evening,2
92,16,noon,3
61,5,afternoon,2
81,33,morning,0
310,227,afternoon,0
238,33,afternoon,3
87,254,afternoon,1
101,65,evening,1
572,347,afternoon,0
31,25,night,0
34,773,evening,0
13,20,morning,0
8,102,afternoon,1
138,984,evening,3
61,31,morning,0
445,733,afternoon,1
573,5,evening,1
144,518,evening,1
312,223,morning,2
169,136,night,0
314,28,morning,0
282,21,sunset,2
92,17,night,2
252,16,sunset,1
154,74,morning,1
42,21,noon,0
242,16,night,1
485,985,afternoon,2
66,911,afternoon,3
166,755,morning,3
117,586,noon,0
249,33,night,0
25,986,night,2
178,65,afternoon,0
339,136,sunrise,0
271,17,evening,0
174,35,evening,2
302,262,evening,2
247,987,morning,0
56,988,evening,3
22,989,night,0
269,362,morning,0
159,930,afternoon,0
296,58,noon,2
213,15,afternoon,3
271,25,evening,3
26,17,morning,0
168,25,morning,1
574,200,evening,1
120,34,night,0
526,990,afternoon,0
313,581,morning,0
171,25,night,2
91,25,morning,0
16,21,morning,1
195,991,evening,1
166,856,morning,3
154,9,morning,0
543,26,evening,0
97,16,evening,3
177,16,night,2
87,254,evening,0
46,246,evening,0
168,5,morning,1
86,9,evening,0
236,40,afternoon,2
404,33,sunrise,0
123,443,sunset,2
533,831,night,0
52,16,sunset,2
196,163,morning,2
161,82,noon,0
81,28,noon,0
415,992,evening,0
46,58,evening,0
164,5,sunset,2
55,16,evening,1
153,25,afternoon,3
293,502,noon,0
3,21,evening,2
126,731,morning,0
168,25,afternoon,2
46,37,noon,0
120,908,noon,3
161,154,morning,0
32,27,afternoon,3
174,35,morning,3
329,9,afternoon,0
128,5,night,2
106,59,sunset,3
165,33,noon,2
16,110,morning,2
64,25,night,1
372,993,morning,1
165,88,morning,0
284,16,sunrise,0
255,994,morning,0
256,25,afternoon,0
165,80,afternoon,3
344,31,evening,0
196,995,sunset,3
53,25,afternoon,1
128,17,afternoon,2
446,996,evening,1
67,38,noon,3
139,5,sunset,0
85,83,evening,0
168,25,afternoon,3
230,5,night,3
414,30,evening,3
53,3,evening,0
54,379,night,0
10,39,morning,3
237,21,noon,1
85,127,morning,0
516,350,morning,0
238,997,evening,1
68,35,sunrise,0
243,21,noon,0
43,57,evening,2
177,17,sunrise,3
33,197,noon,0
43,358,morning,3
114,16,evening,1
293,10,sunset,0
143,617,sunrise,3
89,45,afternoon,0
308,59,afternoon,2
166,271,noon,1
300,159,noon,0
131,475,afternoon,1
403,353,evening,0
85,998,afternoon,1
282,999,morning,3
169,209,night,0
80,59,evening,0
108,11,morning,3
96,197,evening,0
165,66,afternoon,3
429,518,evening,2
117,31,noon,0
55,92,sunset,1
212,14,afternoon,2
51,575,sunset,2
43,764,evening,0
14,40,noon,3
107,17,evening,1
86,16,night,1
575,20,morning,0
130,247,evening,0
403,353,sunrise,0
524,1000,sunrise,0
567,242,sunset,0
265,65,afternoon,2
302,155,night,3
272,1001,evening,0
44,5,morning,0
265,1002,evening,0
383,655,night,0
210,197,morning,1
299,16,night,0
195,972,evening,0
17,78,sunrise,1
230,740,afternoon,0
408,21,afternoon,3
4,70,morning,0
11,44,night,0
401,11,evening,2
2,5,morning,0
289,21,evening,0
56,156,night,3
42,16,morning,0
85,195,afternoon,3
16,405,noon,0
262,5,night,3
133,497,afternoon,1
98,713,evening,2
85,1003,afternoon,2
169,1004,night,0
358,5,evening,3
32,5,morning,0
165,263,morning,0
358,16,morning,0
247,162,sunset,0
330,1005,sunrise,1
324,136,afternoon,3
48,5,night,0
222,21,morning,3
366,132,afternoon,0
8,49,noon,1
420,200,evening,2
168,251,evening,3
92,16,evening,0
143,143,sunrise,2
48,38,sunrise,0
381,16,afternoon,0
117,287,evening,0
68,35,noon,2
295,71,evening,0
47,11,morning,3
423,1006,evening,0
74,128,morning,1
49,5,afternoon,0
4,115,night,1
184,40,evening,2
377,1007,afternoon,0
165,280,morning,0
65,40,night,0
23,74,evening,0
53,25,evening,0
85,305,morning,0
158,114,evening,3
141,41,sunset,0
126,234,sunset,2
68,35,sunrise,2
246,9,sunset,2
56,155,morning,3
230,306,afternoon,0
184,3,morning,1
367,168,morning,0
108,82,evening,3
86,175,morning,1
23,16,evening,3
295,277,evening,0
576,242,evening,1
264,5,evening,2
98,21,morning,3
69,16,sunset,3
33,264,night,0
91,5,noon,2
577,1008,morning,0
321,246,morning,0
178,25,morning,1
141,1009,sunset,0
403,1010,night,0
292,29,morning,2
87,25,noon,3
164,65,morning,2
273,17,night,3
531,207,sunset,0
541,264,morning,0
181,136,evening,1
130,478,afternoon,0
209,275,afternoon,0
187,94,afternoon,0
377,0,afternoon,0
135,17,sunset,1
240,210,morning,0
138,105,night,2
4,115,evening,2
295,65,evening,3
1,11,morning,3
128,5,night,3
16,469,afternoon,0
75,53,night,3
45,36,evening,2
269,1011,morning,3
78,135,afternoon,0
106,59,sunset,1
33,25,morning,3
280,25,noon,3
162,71,noon,0
136,103,noon,3
343,25,evening,0
447,233,evening,1
47,88,afternoon,1
136,1012,evening,2
56,5,evening,1
275,45,evening,2
310,1013,noon,0
212,1014,sunset,1
127,0,morning,0
85,127,morning,1
187,1015,night,3
383,69,night,0
78,5,afternoon,2
296,58,afternoon,0
245,9,sunset,2
138,1016,evening,1
213,15,afternoon,2
13,168,evening,0
71,497,morning,3
32,27,noon,0
92,1017,evening,2
376,1018,night,0
578,57,afternoon,0
54,950,night,0
96,379,afternoon,3
74,305,afternoon,0
495,172,afternoon,3
168,5,afternoon,3
85,63,morning,3
36,21,evening,1
26,53,afternoon,0
38,1019,sunset,0
91,25,night,2
64,25,afternoon,1
80,59,evening,3
41,25,afternoon,1
180,17,morning,2
236,40,afternoon,0
8,0,morning,0
248,16,evening,2
172,114,evening,2
364,49,afternoon,0
55,92,evening,3
243,78,noon,0
154,16,morning,3
41,25,evening,3
378,1020,noon,1
51,5,morning,2
106,59,morning,2
197,77,afternoon,0
300,68,noon,0
294,357,morning,0
260,33,evening,2
78,56,evening,3
4,102,afternoon,2
188,0,afternoon,2
74,16,morning,1
317,133,evening,0
155,518,sunset,0
248,21,evening,2
219,246,night,0
42,5,evening,1
145,272,noon,0
168,16,morning,0
174,35,evening,2
258,1021,evening,0
92,78,morning,2
5,5,evening,0
7,647,evening,2
290,38,afternoon,0
91,5,evening,0
7,647,night,0
135,16,noon,2
147,59,noon,3
87,582,afternoon,2
120,25,sunrise,1
348,17,noon,0
80,450,afternoon,1
222,21,morning,1
172,25,morning,3
66,301,night,0
262,204,afternoon,0
10,5,noon,2
128,5,sunset,2
42,950,morning,0
83,9,evening,0
87,21,afternoon,1
181,285,evening,0
152,121,noon,2
180,21,morning,0
423,143,night,0
134,78,noon,1
230,5,afternoon,3
133,16,morning,3
293,11,afternoon,0
130,9,evening,2
34,773,night,0
66,25,afternoon,0
225,280,evening,0
579,20,morning,0
161,123,noon,0
403,21,evening,0
158,21,night,0
580,262,morning,2
117,135,afternoon,0
128,254,noon,0
581,1022,evening,3
25,106,evening,3
158,577,evening,0
510,1023,morning,1
95,71,morning,3
582,176,night,0
300,11,morning,3
85,1024,night,0
34,25,afternoon,1
323,561,night,1
52,40,afternoon,3
583,1025,morning,1
40,80,morning,0
327,1026,evening,0
106,80,evening,2
68,3,afternoon,1
122,40,afternoon,2
172,214,evening,0
584,287,evening,0
65,202,afternoon,2
181,21,evening,3
184,98,evening,0
89,168,evening,0
184,3,sunset,0
33,31,evening,1
43,17,evening,2
153,33,evening,3
175,25,night,0
31,103,afternoon,2
7,181,evening,0
97,9,night,1
208,180,night,2
56,423,morning,1
144,518,evening,0
155,123,night,0
276,248,afternoon,3
59,3,evening,2
125,14,afternoon,0
195,160,morning,3
248,39,afternoon,0
38,33,noon,1
17,16,night,1
357,1027,afternoon,2
49,16,night,1
232,21,morning,0
378,94,night,0
52,148,sunrise,0
391,701,night,0
239,209,noon,3
43,40,night,0
378,1028,noon,2
208,17,night,0
120,950,night,0
388,135,morning,0
135,1029,night,2
161,1030,noon,0
7,75,morning,2
68,214,morning,0
10,35,afternoon,2
279,138,noon,0
56,49,afternoon,0
352,25,morning,0
168,181,night,0
363,78,evening,3
144,33,evening,3
77,55,morning,0
570,351,noon,0
120,259,night,0
359,102,morning,3
2,16,noon,1
28,699,noon,2
302,1031,sunset,1
200,483,night,1
148,21,noon,0
33,315,noon,0
291,17,evening,2
371,242,evening,0
113,377,afternoon,3
223,88,morning,3
194,65,morning,1
239,5,sunset,0
50,793,noon,3
34,16,morning,2
194,17,evening,0
168,251,night,2
541,964,sunrise,0
4,115,morning,0
401,102,noon,0
128,615,noon,0
194,103,morning,0
414,841,noon,3
16,1032,morning,0
68,214,noon,2
391,5,morning,0
212,1033,night,0
45,106,sunset,3
108,16,night,3
10,209,evening,0
308,71,evening,1
74,110,sunset,0
51,21,evening,2
99,5,night,2
47,655,evening,0
314,25,sunset,2
142,1034,evening,1
50,16,afternoon,3
1,838,afternoon,2
232,88,sunset,0
92,1035,morning,1
335,819,morning,1
418,16,morning,0
10,39,noon,0
59,5,night,1
436,16,evening,0
276,5,noon,2
302,1036,night,3
60,1037,afternoon,3
128,232,noon,0
161,1038,noon,0
12,624,morning,3
189,377,afternoon,0
365,25,morning,0
10,21,morning,0
426,127,night,0
106,59,afternoon,0
143,21,afternoon,0
76,11,morning,0
363,126,morning,3
459,1039,afternoon,0
269,316,noon,0
64,5,afternoon,0
33,26,noon,0
45,31,evening,0
213,31,evening,3
89,320,morning,2
516,79,morning,0
7,1040,morning,0
549,16,afternoon,2
33,1041,noon,0
212,20,morning,1
136,9,noon,2
326,1042,evening,2
428,25,afternoon,0
273,30,morning,0
287,105,morning,3
230,29,noon,3
6,305,morning,2
179,21,morning,3
232,236,evening,1
206,21,noon,1
188,243,noon,1
272,430,night,0
114,21,morning,2
75,77,evening,1
401,11,evening,1
26,53,morning,1
144,25,noon,2
276,40,sunrise,1
254,925,sunrise,0
212,1043,night,0
14,40,afternoon,3
473,724,noon,0
292,51,noon,1
324,136,afternoon,1
158,106,evening,0
246,505,afternoon,0
585,25,afternoon,0
375,39,noon,0
107,16,evening,3
104,155,evening,0
171,1044,afternoon,2
99,40,sunset,2
33,16,sunrise,2
502,16,morning,1
70,336,night,1
240,21,afternoon,3
448,740,afternoon,3
184,21,morning,0
467,970,night,0
153,29,morning,3
405,536,evening,0
254,752,sunset,0
187,962,morning,3
60,9,sunset,2
219,1045,night,0
174,21,morning,3
76,16,sunset,1
293,11,evening,1
282,28,afternoon,3
257,33,evening,2
185,16,afternoon,1
377,431,afternoon,0
77,114,morning,3
188,114,morning,2
4,70,morning,2
25,1046,sunrise,1
64,40,afternoon,0
338,5,morning,0
75,89,morning,1
113,5,sunrise,0
32,5,noon,0
130,5,sunset,1
194,77,afternoon,0
235,1047,sunrise,0
97,65,night,3
427,1048,afternoon,3
252,5,morning,2
82,648,evening,1
586,5,evening,1
229,195,sunrise,1
43,1049,morning,1
169,844,night,0
86,322,sunset,0
97,16,night,2
20,18,night,1
342,31,evening,0
257,17,afternoon,0
223,627,night,3
61,242,noon,0
243,298,night,0
289,21,night,3
414,1050,evening,2
91,3,night,0
158,126,morning,0
94,1051,noon,0
130,1052,afternoon,0
302,9,sunset,2
273,17,evening,3
12,124,morning,1
68,155,morning,2
34,16,afternoon,3
185,16,afternoon,1
4,4,morning,2
125,536,afternoon,0
15,337,evening,3
420,350,afternoon,2
238,28,evening,0
46,5,evening,0
370,758,afternoon,3
51,17,morning,1
106,21,evening,0
66,911,morning,1
184,3,afternoon,3
6,6,evening,1
152,218,morning,2
166,136,night,1
138,65,evening,2
257,25,sunrise,0
147,5,sunset,2
534,25,morning,1
117,181,afternoon,0
587,135,evening,0
440,31,sunset,0
68,16,sunrise,1
218,33,night,3
275,78,morning,1
86,14,noon,1
195,16,sunrise,3
37,167,afternoon,0
130,867,morning,0
168,16,morning,1
260,33,noon,2
50,793,afternoon,3
414,5,night,3
101,374,morning,0
26,58,morning,2
130,739,noon,0
131,918,afternoon,1
160,1053,sunset,0
47,16,afternoon,3
293,26,night,2
128,138,noon,0
588,25,night,0
16,469,afternoon,0
167,11,sunset,1
427,1048,noon,1
310,33,noon,0
127,17,night,0
196,995,evening,1
168,16,noon,1
37,1054,afternoon,1
76,71,night,2
64,5,afternoon,2
138,5,evening,1
80,25,afternoon,2
56,287,morning,2
363,389,sunset,1
290,38,morning,1
134,99,noon,3
113,21,morning,2
32,17,morning,1
80,59,sunset,1
240,21,afternoon,1
262,635,noon,3
308,1055,afternoon,3
163,9,evening,1
310,20,morning,0
374,25,night,1
332,1056,morning,1
153,1057,evening,2
189,26,sunrise,2
89,25,evening,3
26,53,evening,3
291,102,evening,2
91,65,evening,1
153,14,afternoon,0
4,4,evening,0
236,40,night,0
68,11,morning,1
321,201,sunset,0
56,49,afternoon,3
252,573,morning,0
222,21,morning,2
589,95,afternoon,0
78,77,afternoon,0
172,65,night,1
507,1058,afternoon,1
489,1059,morning,1
332,1051,morning,1
174,35,night,2
48,5,afternoon,3
102,25,morning,2
184,21,sunset,1
110,200,evening,3
37,25,sunset,2
33,71,noon,0
6,155,morning,2
347,1060,evening,0
200,1061,evening,0
68,5,noon,0
188,21,night,0
216,25,afternoon,0
290,38,morning,2
80,9,noon,1
270,1062,evening,2
184,3,morning,1
164,273,afternoon,3
138,105,evening,3
172,35,evening,1
339,16,morning,0
262,5,noon,3
43,25,evening,1
75,53,noon,2
464,21,sunset,0
164,16,afternoon,2
262,102,afternoon,3
37,32,noon,2
293,149,afternoon,1
89,21,afternoon,1
97,416,afternoon,1
77,55,evening,2
568,439,morning,0
385,272,night,2
46,37,evening,2
378,350,night,0
586,33,noon,0
26,58,noon,1
89,1063,sunset,0
57,34,sunrise,2
52,148,afternoon,2
581,242,evening,3
314,515,night,3
168,25,sunset,2
194,16,noon,1
590,402,evening,0
308,71,sunset,0
89,17,evening,0
87,16,night,1
96,25,evening,3
108,173,evening,0
117,5,noon,3
258,706,evening,0
488,1064,noon,3
122,16,morning,1
181,1065,evening,1
117,5,evening,3
242,5,afternoon,0
65,202,afternoon,3
60,263,evening,0
18,103,morning,3
106,80,evening,1
178,25,evening,0
26,5,sunrise,3
26,21,afternoon,3
45,474,evening,0
127,1059,afternoon,3
276,5,afternoon,2
248,16,evening,3
91,25,afternoon,2
9,10,afternoon,1
303,543,sunset,1
488,176,morning,3
140,478,afternoon,2
591,33,afternoon,2
391,480,sunset,0
147,89,sunset,2
18,3,morning,2
592,1066,evening,0
293,25,night,0
172,35,night,0
348,747,morning,0
235,5,evening,0
213,860,evening,0
78,56,sunset,2
250,462,sunset,0
402,234,evening,0
133,9,afternoon,3
275,93,afternoon,0
468,264,afternoon,0
97,140,night,2
246,9,night,0
136,1067,afternoon,3
4,234,evening,2
45,1068,evening,0
377,1069,afternoon,0
72,1070,sunset,0
12,58,afternoon,2
30,362,evening,1
209,594,afternoon,0
135,1071,night,0
33,156,noon,0
293,26,sunset,0
37,1072,night,0
246,1073,afternoon,2
86,17,morning,0
83,17,night,0
359,3,night,2
401,329,noon,0
451,967,evening,0
33,1074,noon,0
248,0,sunset,2
22,1075,night,2
37,301,night,2
296,9,noon,0
4,102,evening,3
32,9,noon,0
232,21,evening,0
295,377,evening,0
226,1076,morning,0
516,350,morning,0
431,137,evening,0
87,21,morning,3
99,309,evening,1
194,1077,sunset,0
8,305,evening,0
56,1078,sunset,0
37,32,night,1
33,196,afternoon,2
405,221,night,1
256,25,afternoon,1
348,747,sunset,0
593,492,morning,0
385,25,evening,0
153,122,morning,3
144,1079,evening,0
232,541,evening,0
435,16,evening,2
68,11,evening,0
315,88,evening,0
214,5,morning,2
120,40,night,0
143,201,afternoon,0
174,21,morning,0
594,17,evening,1
377,74,morning,3
293,1080,afternoon,0
50,16,noon,2
232,25,noon,0
80,25,evening,1
186,33,afternoon,3
110,756,evening,3
97,595,night,2
313,266,sunrise,0
59,5,morning,3
249,33,morning,0
270,205,noon,0
403,103,sunset,1
179,752,noon,0
595,254,evening,0
37,320,afternoon,3
40,1081,evening,0
75,622,afternoon,1
85,362,evening,0
16,244,evening,1
106,889,morning,0
332,915,evening,0
32,59,sunrise,0
326,9,evening,0
106,1082,morning,0
128,25,noon,3
77,480,morning,3
376,25,evening,1
